,,,,2009-10 Season,2009-10 Season,2009-10 Season,2009-10 Season,2009-10 Season,2009-10 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Rod Barnes,Georgia State,CAA,,12,20,.375,,,,,2007-08,33,61,.351,,,,,,174,170,.506,3,1,,
Jim Baron,Rhode Island,A-10,,26,10,.722,,,,,2001-02,156,129,.547,,,,,,362,331,.522,2,,,
Murry Bartow,ETSU,A-Sun,,20,15,.571,,,Lost First Round,,2003-04,138,87,.613,3,,,,,241,170,.586,4,,,
Duggar Baucom,VMI,Big South,,10,19,.345,,,,,2005-06,69,81,.460,,,,,,69,81,.460,,,,
John Beilein,Michigan,Big Ten,,15,17,.469,15,,,,2007-08,46,53,.465,1,,,,,339,228,.598,5,2,,
Randy Bennett,Saint Mary's,WCC,,28,6,.824,,,Lost Regional Semifinal,,2001-02,183,103,.640,3,1,,,,183,103,.640,3,1,,
Tony Bennett,Virginia,ACC,,15,16,.484,,,,,2009-10,15,16,.484,,,,,,84,49,.632,2,1,,
Eddie Biedenbach,UNC Asheville,Big South,,15,16,.484,,,,,1996-97,196,218,.473,1,,,,,225,269,.455,1,,,
Dave Bike,Sacred Heart,NEC,,14,15,.483,,,,,1999-00,120,199,.376,,,,,,120,199,.376,,,,
Jim Boeheim *,Syracuse,Big East,,30,5,.857,,4,Lost Regional Semifinal,,1976-77,829,293,.739,27,15,3,1,,829,293,.739,27,15,3,1
Ken Bone,Washington State,Pac-10,,16,15,.516,,,,,2009-10,16,15,.516,,,,,,93,64,.592,2,,,
David Boots,South Dakota,GWC,,22,10,.688,,,,,2009-10,22,10,.688,,,,,,22,10,.688,,,,
Tad Boyle,Northern Colorado,Big Sky,,25,8,.758,,,,,2006-07,56,66,.459,,,,,,56,66,.459,,,,
Jim Boylen,Utah,MWC,,14,17,.452,,,,,2007-08,56,42,.571,1,,,,,56,42,.571,1,,,
Todd Bozeman *,Morgan State,MEAC,,27,10,.730,,,Lost First Round,,2006-07,85,51,.625,2,,,,,148,86,.632,5,1,,
John Brady,Arkansas State,Sun Belt,,17,14,.548,,,,,2008-09,30,31,.492,,,,,,311,247,.557,4,2,1,
Matt Brady,James Madison,CAA,,13,20,.394,,,,,2008-09,34,35,.493,,,,,,107,85,.557,,,,
Bobby Braswell,Cal State Northridge,Big West,,11,21,.344,,,,,1996-97,216,202,.517,2,,,,,216,202,.517,2,,,
Ben Braun,Rice,CUSA,,8,23,.258,,,,,2008-09,18,45,.286,,,,,,421,332,.559,8,2,,
Mike Brey,Notre Dame,Big East,,23,12,.657,,,Lost First Round,,2000-01,211,113,.651,6,1,,,,310,165,.653,8,1,,
Horace Broadnax,Savannah State,Ind,,11,15,.423,,,,,2005-06,53,93,.363,,,,,,95,181,.344,,,,
Keith Brown,Cal State Bakersfield,Ind,,7,22,.241,,,,,2006-07,38,78,.328,,,,,,38,78,.328,,,,
Matt Brown,Kansas City,Summit,,12,18,.400,,,,,2007-08,30,63,.323,,,,,,30,63,.323,,,,
Milan Brown,Mount St. Mary's,NEC,,16,15,.516,,,,,2003-04,95,120,.442,1,,,,,95,120,.442,1,,,
Will Brown,Albany (NY),AEC,,7,25,.219,,,,,2001-02,113,149,.431,2,,,,,113,149,.431,2,,,
Brad Brownell,Wright State,Horizon,,20,12,.625,,,,,2006-07,84,45,.651,1,,,,,167,85,.663,3,,,
Bob Burton,Cal State Fullerton,Big West,,16,15,.516,,,,,2003-04,123,92,.572,1,,,,,123,92,.572,1,,,
Rick Byrd,Belmont,A-Sun,,19,12,.613,,,,,1999-00,190,145,.567,3,,,,,190,145,.567,3,,,
Jeff Bzdelik,Colorado,Big 12,,15,16,.484,,,,,2007-08,36,58,.383,,,,,,111,105,.514,1,,,
Jim Calhoun,UConn,Big East,,18,16,.529,12,,,,1986-87,577,222,.722,16,12,3,2,,825,359,.697,21,12,3,2
John Calipari *,Kentucky,SEC,,35,3,.921,4,2,Lost Regional Final,,2009-10,35,3,.921,1,1,,,,480,143,.770,12,8,2,
Joe Callero,Cal Poly,Big West,,12,19,.387,,,,,2009-10,12,19,.387,,,,,,12,19,.387,,,,
Dave Calloway,Monmouth,NEC,,12,19,.387,,,,,1997-98,169,206,.451,3,,,,,169,206,.451,3,,,
Jeff Capel III *,Oklahoma,Big 12,,13,18,.419,17,,,,2006-07,82,51,.617,2,1,,,,161,92,.636,3,1,,
Bill Carmody,Northwestern,Big Ten,,20,14,.588,,,,,2000-01,140,163,.462,,,,,,232,188,.552,2,,,
David Carter,Nevada,WAC,,21,13,.618,,,,,2009-10,21,13,.618,,,,,,21,13,.618,,,,
Tim Carter,South Carolina State,MEAC,,18,14,.562,,,,,2007-08,48,48,.500,,,,,,208,200,.510,2,,,
Patrick Chambers,Boston University,AEC,,21,14,.600,,,,,2009-10,21,14,.600,,,,,,21,14,.600,,,,
Rand Chappell,Central Arkansas,Southland,,9,21,.300,,,,,2006-07,43,76,.361,,,,,,43,76,.361,,,,
Scott Cherry,High Point,Big South,,15,15,.500,,,,,2009-10,15,15,.500,,,,,,15,15,.500,,,,
Jim Christian,TCU,MWC,,13,19,.406,,,,,2008-09,27,36,.429,,,,,,164,95,.633,2,,,
Perry Clark,Texas A&M-Corpus Christi,Southland,,17,15,.531,,,,,2007-08,44,50,.468,,,,,,294,249,.541,4,,,
Steve Cleveland,Fresno State,WAC,,15,18,.455,,,,,2005-06,78,81,.491,,,,,,216,189,.533,3,,,
Bill Coen,Northeastern,CAA,,20,13,.606,,,,,2006-07,66,62,.516,,,,,,66,62,.516,,,,
Charlie Coles,Miami (OH),MAC,,14,18,.438,,,,,1996-97,241,188,.562,3,1,,,,332,273,.549,4,1,,
Bobby Collins,Winston-Salem,Ind,,12,17,.414,,,,,2006-07,37,81,.314,,,,,,102,138,.425,1,,,
Jimmy Collins,UIC,Horizon,,8,22,.267,,,,,1996-97,218,208,.512,3,,,,,218,208,.512,3,,,
Ed Conroy,The Citadel,Southern,,16,16,.500,,,,,2006-07,49,76,.392,,,,,,49,76,.392,,,,
Ed Cooley,Fairfield,MAAC,,23,11,.676,,,,,2006-07,67,61,.523,,,,,,67,61,.523,,,,
John Cooper,Tennessee State,OVC,,9,23,.281,,,,,2009-10,9,23,.281,,,,,,9,23,.281,,,,
Ron Cottrell,Houston Christian,GWC,,12,21,.364,,,,,2008-09,17,46,.270,,,,,,17,46,.270,,,,
Tom Crean,Indiana,Big Ten,,10,21,.323,,,,,2008-09,16,46,.258,,,,,,206,142,.592,5,1,1,
Bobby Cremins,College of Charleston,Southern,,22,12,.647,,,,,2006-07,87,49,.640,,,,,,541,356,.603,11,5,1,
Mick Cronin,Cincinnati,Big East,,19,16,.543,,,,,2006-07,61,68,.473,,,,,,130,92,.586,2,,,
Gene Cross,Toledo,MAC,,4,28,.125,,,,,2008-09,11,53,.172,,,,,,11,53,.172,,,,
Scott Cross,UT Arlington,Southland,,16,14,.533,,,,,2006-07,66,57,.537,1,,,,,66,57,.537,1,,,
Keith Dambrot,Akron,MAC,,24,11,.686,,,,,2004-05,139,62,.692,1,,,,,159,96,.624,1,,,
Doug Davalos,Texas State,Southland,,15,16,.484,,,,,2006-07,51,68,.429,,,,,,51,68,.429,,,,
Emmett Davis,Colgate,Patriot,,10,19,.345,,,,,1998-99,156,191,.450,,,,,,156,191,.450,,,,
Keno Davis,Providence,Big East,,12,19,.387,,,,,2008-09,31,33,.484,,,,,,59,38,.608,1,,,
Kermit Davis Jr,Middle Tennessee,Sun Belt,,19,14,.576,,,,,2002-03,137,110,.555,,,,,,208,160,.565,2,,,
Mike Davis,UAB,CUSA,,25,9,.735,,,,,2006-07,85,48,.639,,,,,,200,127,.612,4,1,1,
Johnny Dawkins Jr,Stanford,Pac-10,,14,18,.438,,,,,2008-09,34,32,.515,,,,,,34,32,.515,,,,
Ed DeChellis,Penn State,Big Ten,,11,20,.355,,,,,2003-04,95,123,.436,,,,,,200,216,.481,1,,,
Mike Deane,Wagner,NEC,,5,26,.161,,,,,2003-04,94,114,.452,,,,,,412,308,.572,4,,,
Mike Dement,UNC Greensboro,Southern,,8,23,.258,,,,,1991-92,115,149,.436,,,,,,322,339,.487,1,,,
Tommy Dempsey,Rider,MAAC,,17,16,.515,,,,,2005-06,83,75,.525,,,,,,83,75,.525,,,,
Howie Dickenman,Central Connecticut,NEC,,12,18,.400,,,,,1996-97,217,196,.525,3,,,,,217,196,.525,3,,,
Dave Dickerson,Tulane,CUSA,,8,22,.267,,,,,2005-06,68,84,.447,,,,,,68,84,.447,,,,
Jamie Dixon,Pitt,Big East,,25,9,.735,,18,Lost Second Round,,2003-04,188,54,.777,7,3,,,,188,54,.777,7,3,,
Matt Doherty,SMU,CUSA,,14,17,.452,,,,,2006-07,47,75,.385,,,,,,137,146,.484,1,,,
Cameron Dollar,Seattle,Ind,,17,14,.548,,,,,2009-10,17,14,.548,,,,,,17,14,.548,,,,
Steve Donahue,Cornell,Ivy,,29,5,.853,,,Lost Regional Semifinal,,2000-01,146,138,.514,3,1,,,,146,138,.514,3,1,,
Billy Donovan,Florida,SEC,,21,13,.618,,,Lost First Round,,1996-97,331,139,.704,10,4,3,2,,366,159,.697,10,4,3,2
Pat Douglass,UC-Irvine,Big West,,14,18,.438,,,,,1997-98,197,191,.508,,,,,,197,191,.508,,,,
Homer Drew,Valparaiso,Horizon,,15,17,.469,,,,,1988-89,347,294,.541,7,1,,,,347,294,.541,7,1,,
Scott Drew,Baylor,Big 12,,28,8,.778,,19,Lost Regional Final,,2003-04,109,103,.514,2,1,,,,129,114,.531,2,1,,
Matthew Driscoll,North Florida,A-Sun,,13,18,.419,,,,,2009-10,13,18,.419,,,,,,13,18,.419,,,,
Terry Dunn,Dartmouth,Ivy,,3,10,.231,,,,,2004-05,47,103,.313,,,,,,47,103,.313,,,,
John Dunne,St. Peter's,MAAC,,16,14,.533,,,,,2006-07,38,82,.317,,,,,,38,82,.317,,,,
Fran Dunphy,Temple,A-10,,29,6,.829,,12,Lost First Round,,2006-07,84,49,.632,3,,,,,394,212,.650,12,,,
Orlando Early,Louisiana-Monroe,Sun Belt,,12,19,.387,,,,,2005-06,60,92,.395,,,,,,60,92,.395,,,,
Kirk Earlywine,Eastern Washington,Big Sky,,9,21,.300,,,,,2007-08,32,58,.356,,,,,,32,58,.356,,,,
Jerry Eaves,North Carolina A&T,MEAC,,11,22,.333,,,,,2003-04,72,143,.335,,,,,,72,143,.335,,,,
Cliff Ellis,Coastal Carolina,Big South,,28,7,.800,,,,,2007-08,52,42,.553,,,,,,588,380,.607,8,3,,
Jim Engles,NJIT,GWC,,10,21,.323,,,,,2008-09,11,51,.177,,,,,,11,51,.177,,,,
Larry Eustachy,Southern Miss,CUSA,,20,14,.588,,,,,2004-05,95,94,.503,,,,,,355,239,.598,3,1,,
Anthony Evans,Norfolk State,MEAC,,11,19,.367,,,,,2007-08,40,52,.435,,,,,,40,52,.435,,,,
Ron Everhart,Duquesne,A-10,,16,16,.500,,,,,2006-07,64,61,.512,,,,,,238,233,.505,,,,
Jim Ferry,LIU,NEC,,14,17,.452,,,,,2002-03,98,134,.422,,,,,,98,134,.422,,,,
Mark Few,Gonzaga,WCC,,27,7,.794,,22,Lost Second Round,,1999-00,291,73,.799,11,4,,,,291,73,.799,11,4,,
Dane Fife,Purdue Fort Wayne,Summit,,16,15,.516,,,,,2005-06,64,85,.430,,,,,,64,85,.430,,,,
Steve Fisher *,San Diego State,MWC,,25,9,.735,,,Lost First Round,,1999-00,198,149,.571,3,,,,,382,231,.623,10,4,3,1
Bruiser Flint,Drexel,CAA,,16,16,.500,,,,,2001-02,149,124,.546,,,,,,235,196,.545,2,,,
Geno Ford,Kent State,MAC,,24,10,.706,,,,,2008-09,43,25,.632,,,,,,43,25,.632,,,,
Travis Ford,Oklahoma State,Big 12,,22,11,.667,,,Lost First Round,,2008-09,45,23,.662,2,,,,,168,138,.549,3,,,
Lennox Forrester,SIU-Edwardsville,Ind,,5,23,.179,,,,,2008-09,15,43,.259,,,,,,15,43,.259,,,,
Mark Fox,Georgia,SEC,,14,17,.452,,,,,2009-10,14,17,.452,,,,,,137,60,.695,3,,,
Don Friday,Saint Francis (PA),NEC,,11,19,.367,,,,,2008-09,17,42,.288,,,,,,17,42,.288,,,,
Greg Gary,Centenary (LA),Summit,,8,21,.276,,,,,2008-09,16,44,.267,,,,,,16,44,.267,,,,
Dino Gaudio,Wake Forest,ACC,,20,11,.645,,,Lost Second Round,,2007-08,61,31,.663,2,,,,,129,155,.454,2,,,
Tyler Geving,Portland State,Big Sky,,13,19,.406,,,,,2009-10,13,19,.406,,,,,,13,19,.406,,,,
John Giannini,La Salle,A-10,,12,18,.400,,,,,2004-05,83,97,.461,,,,,,208,208,.500,,,,
Mike Gillian,Longwood,Ind,,12,19,.387,,,,,2004-05,58,127,.314,,,,,,58,127,.314,,,,
Bobby Gonzalez,Seton Hall,Big East,,19,13,.594,,,,,2006-07,66,59,.528,,,,,,195,136,.589,2,,,
Max Good,Loyola Marymount,WCC,,18,16,.529,,,,,2008-09,21,41,.339,,,,,,130,179,.421,,,,
Greg Graham,Boise State,WAC,,15,17,.469,,,,,2002-03,142,112,.559,1,,,,,142,112,.559,1,,,
Anthony Grant,Alabama,SEC,,17,15,.531,,,,,2009-10,17,15,.531,,,,,,93,40,.699,2,,,
Jared Grasso,Fordham,A-10,,1,22,.043,,,,,2009-10,1,22,.043,,,,,,1,22,.043,,,,
Mark Graupe,Dartmouth,Ivy,,2,13,.133,,,,,2009-10,2,13,.133,,,,,,2,13,.133,,,,
James Green,Jacksonville State,OVC,,11,19,.367,,,,,2008-09,22,36,.379,,,,,,189,198,.488,1,,,
Brad Greenberg,Radford,Big South,,19,12,.613,,,,,2007-08,50,44,.532,1,,,,,50,44,.532,1,,,
Seth Greenberg,Virginia Tech,ACC,,25,9,.735,,,,,2003-04,132,94,.584,1,,,,,345,264,.567,3,,,
Brian Gregory,Dayton,A-10,,25,12,.676,21,,,,2003-04,150,80,.652,2,,,,,150,80,.652,2,,,
Bill Grier,San Diego,WCC,,11,21,.344,,,,,2007-08,49,51,.490,1,,,,,49,51,.490,1,,,
John Groce,Ohio,MAC,,22,15,.595,,,Lost Second Round,,2008-09,37,32,.536,1,,,,,37,32,.536,1,,,
Frank Haith,Miami (FL),ACC,,20,13,.606,,,,,2004-05,108,86,.557,1,,,,,108,86,.557,1,,,
Leonard Hamilton *,Florida State,ACC,,22,10,.688,,,Lost First Round,,2002-03,153,106,.591,2,,,,,353,316,.528,5,1,,
Eugene Harris,Florida A&M,MEAC,,9,22,.290,,,,,2007-08,34,60,.362,,,,,,34,60,.362,,,,
Tony Harvey,Texas Southern,SWAC,,17,16,.515,,,,,2008-09,24,41,.369,,,,,,24,41,.369,,,,
Steve Hawkins,Western Michigan,MAC,,18,15,.545,,,,,2003-04,124,99,.556,1,,,,,124,99,.556,1,,,
Stan Heath,South Florida,Big East,,20,13,.606,,,,,2007-08,41,54,.432,,,,,,153,131,.539,3,1,,
Bill Herrion,New Hampshire,AEC,,13,17,.433,,,,,2005-06,58,90,.392,,,,,,295,259,.532,3,,,
Paul Hewitt,Georgia Tech,ACC,,23,13,.639,22,,Lost Second Round,,2000-01,177,144,.551,5,1,1,,,243,171,.587,6,1,1,
Fred Hill Jr,Rutgers,Big East,,15,17,.469,,,,,2006-07,47,77,.379,,,,,,47,77,.379,,,,
Karl Hobbs,George Washington,A-10,,16,15,.516,,,,,2001-02,149,115,.564,3,,,,,149,115,.564,3,,,
Bob Hoffman,Mercer,A-Sun,,16,17,.485,,,,,2008-09,33,32,.508,,,,,,101,109,.481,,,,
Darrin Horn,South Carolina,SEC,,15,16,.484,,,,,2008-09,36,26,.581,,,,,,147,74,.665,1,1,,
Ben Howland,UCLA,Pac-10,,14,18,.438,,,,,2003-04,166,72,.697,5,3,3,,,332,173,.657,8,5,3,
Bob Huggins,West Virginia,Big East,,31,7,.816,8,6,Lost National Semifinal,,2007-08,80,30,.727,3,2,1,,,598,216,.735,18,6,2,
Dick Hunsaker,Utah Valley,GWC,,12,18,.400,,,,,2004-05,98,75,.566,,,,,,213,121,.638,2,1,,
Larry Hunter,Western Carolina,Southern,,22,12,.647,,,,,2005-06,72,85,.459,,,,,,276,233,.542,1,,,
Ron Hunter,IU Indianapolis,Summit,,25,11,.694,,,,,1998-99,202,165,.550,1,,,,,202,165,.550,1,,,
Brad Huse,Montana State,Big Sky,,15,14,.517,,,,,2006-07,55,65,.458,,,,,,55,65,.458,,,,
Tony Ingle,Kennesaw State,A-Sun,,13,20,.394,,,,,2005-06,55,97,.362,,,,,,55,116,.322,,,,
George Ivory,Arkansas-Pine Bluff,SWAC,,18,16,.529,,,Lost First Round,,2008-09,31,34,.477,1,,,,,31,34,.477,1,,,
Tom Izzo,Michigan State,Big Ten,,28,9,.757,2,13,Lost National Semifinal,,1995-96,364,146,.714,13,9,6,1,,364,146,.714,13,9,6,1
Gil Jackson,Howard,MEAC,,7,25,.219,,,,,2005-06,37,118,.239,,,,,,37,118,.239,,,,
Greg Jackson,Delaware State,MEAC,,17,12,.586,,,,,2000-01,157,148,.515,1,,,,,157,148,.515,1,,,
Jeff Jackson,Furman,Southern,,13,17,.433,,,,,2006-07,41,80,.339,,,,,,62,140,.307,,,,
Lewis Jackson,Alabama State,SWAC,,16,15,.516,,,,,2005-06,80,74,.519,1,,,,,80,74,.519,1,,,
Ben Jacobson,Northern Iowa,MVC,,30,5,.857,,,Lost Regional Semifinal,,2006-07,89,43,.674,2,1,,,,89,43,.674,2,1,,
Jason James,UT-Martin,OVC,,4,25,.138,,,,,2009-10,4,25,.138,,,,,,4,25,.138,,,,
Tim Jankovich,Illinois State,MVC,,22,11,.667,,,,,2007-08,71,31,.696,,,,,,124,88,.585,,,,
Mike Jarvis,Florida Atlantic,Sun Belt,,14,16,.467,,,,,2008-09,20,42,.323,,,,,,383,244,.611,9,2,,
Rob Jeter,Milwaukee,Horizon,,20,14,.588,,,,,2005-06,82,75,.522,1,,,,,82,75,.522,1,,,
Sydney Johnson,Princeton,Ivy,,22,9,.710,,,,,2007-08,41,46,.471,,,,,,41,46,.471,,,,
Trent Johnson,LSU,SEC,,11,20,.355,,,,,2008-09,38,28,.576,1,,,,,197,150,.568,5,2,,
Brian Jones,North Dakota,GWC,,8,23,.258,,,,,2009-10,8,23,.258,,,,,,8,23,.258,,,,
Donnie Jones,Marshall,CUSA,,24,10,.706,,,,,2007-08,55,41,.573,,,,,,55,41,.573,,,,
James Jones,Yale,Ivy,,12,19,.387,,,,,1999-00,142,168,.458,,,,,,142,168,.458,,,,
Jeff Jones,American,Patriot,,11,20,.355,,,,,2000-01,159,142,.528,2,,,,,305,246,.554,7,2,,
Joe Jones,Columbia,Ivy,,11,17,.393,,,,,2003-04,86,108,.443,,,,,,86,108,.443,,,,
Johnny Jones,North Texas,Sun Belt,,24,9,.727,,,Lost First Round,,2001-02,150,121,.554,2,,,,,165,137,.546,2,,,
Edward Joyner Jr,Hampton,MEAC,,14,18,.438,,,,,2009-10,14,18,.438,,,,,,14,18,.438,,,,
Greg Kampe,Oakland,Summit,,26,9,.743,,,Lost First Round,,1999-00,181,161,.529,2,,,,,181,161,.529,2,,,
Danny Kaspar,Stephen F. Austin,Southland,,23,9,.719,,,,,2000-01,181,113,.616,1,,,,,181,113,.616,1,,,
Brian Katz,Sacramento State,Big Sky,,9,21,.300,,,,,2008-09,11,48,.186,,,,,,11,48,.186,,,,
Sean Kearney,Holy Cross,Patriot,,9,22,.290,,,,,2009-10,9,22,.290,,,,,,9,22,.290,,,,
Kerry Keating,Santa Clara,WCC,,11,21,.344,,,,,2007-08,42,54,.438,,,,,,42,54,.438,,,,
Derek Kellogg,UMass,A-10,,12,20,.375,,,,,2008-09,24,38,.387,,,,,,24,38,.387,,,,
Andy Kennedy,Ole Miss,SEC,,24,11,.686,,,,,2006-07,85,50,.630,,,,,,106,63,.627,,,,
Billy Kennedy,Murray State,OVC,,31,5,.861,,,Lost Second Round,,2006-07,84,44,.656,1,,,,,188,170,.525,2,,,
Pat Kennedy,Towson,CAA,,10,21,.323,,,,,2004-05,67,118,.362,,,,,,483,429,.530,8,2,,
Ernie Kent,Oregon,Pac-10,,16,16,.500,,,,,1997-98,235,173,.576,5,2,,,,325,253,.562,6,2,,
Pat Knight,Texas Tech,Big 12,,19,16,.543,,,,,2007-08,37,42,.468,,,,,,37,42,.468,,,,
Tod Kowalczyk,Green Bay,Horizon,,22,13,.629,,,,,2002-03,136,112,.548,,,,,,136,112,.548,,,,
Lon Kruger,UNLV,MWC,,25,9,.735,,,Lost First Round,,2004-05,137,62,.688,3,1,,,,455,295,.607,12,3,1,
Mike Krzyzewski,Duke,ACC,,35,5,.875,9,3,Won National Final,,1980-81,795,220,.783,26,19,11,4,,868,279,.757,26,19,11,4
Robbie Laing,Campbell,A-Sun,,19,11,.633,,,,,2003-04,72,131,.355,,,,,,72,131,.355,,,,
Billy Lange,Navy,Patriot,,13,17,.433,,,,,2004-05,81,95,.460,,,,,,81,95,.460,,,,
Jim Larranaga,George Mason,CAA,,17,15,.531,,,,,1997-98,246,157,.610,4,1,1,,,415,302,.579,4,1,1,
Dale Layer,Liberty,Big South,,15,16,.484,,,,,2009-10,15,16,.484,,,,,,118,122,.492,1,,,
Jeff Lebo,Auburn,SEC,,15,17,.469,,,,,2004-05,96,93,.508,,,,,,211,156,.575,,,,
Brooks Lee,UNC Wilmington,CAA,,2,8,.200,,,,,2009-10,2,8,.200,,,,,,2,8,.200,,,,
Robert Lee,Louisiana,Sun Belt,,13,17,.433,,,,,2004-05,80,100,.444,1,,,,,80,100,.444,1,,,
Dan Leibovitz,Hartford,AEC,,8,22,.267,,,,,2006-07,46,82,.359,,,,,,46,82,.359,,,,
Jim Les,Bradley,MVC,,16,15,.516,,,,,2002-03,142,120,.542,1,1,,,,142,120,.542,1,1,,
Todd Lickliter,Iowa,Big Ten,,10,22,.312,,,,,2007-08,38,58,.396,,,,,,169,119,.587,2,2,,
Mike Lonergan,Vermont,AEC,,25,10,.714,,,Lost First Round,,2005-06,103,59,.636,1,,,,,103,59,.636,1,,,
Dave Loos,Austin Peay,OVC,,17,15,.531,,,,,1990-91,331,276,.545,3,,,,,331,276,.545,3,,,
Sidney Lowe,NC State,ACC,,20,16,.556,,,,,2006-07,71,62,.534,,,,,,71,62,.534,,,,
Chris Lowery,Southern Illinois,MVC,,15,15,.500,,,,,2004-05,124,74,.626,3,1,,,,124,74,.626,3,1,,
Bobby Lutz,Charlotte,A-10,,19,12,.613,,,,,1998-99,218,158,.580,5,,,,,218,158,.580,5,,,
Chris Mack,Xavier,A-10,,26,9,.743,,25,Lost Regional Semifinal,,2009-10,26,9,.743,1,1,,,,26,9,.743,1,1,,
Mark Macon,Binghamton,AEC,,13,18,.419,,,,,2009-10,13,18,.419,,,,,,13,18,.419,,,,
Don Maestri,Troy,Sun Belt,,20,13,.606,,,,,1993-94,261,236,.525,1,,,,,261,236,.525,1,,,
Rick Majerus,Saint Louis,A-10,,23,13,.639,,,,,2007-08,57,42,.576,,,,,,479,189,.717,12,4,1,
Ryan Marks,Texas-Rio Grande Valley,GWC,,6,27,.182,,,,,2009-10,6,27,.182,,,,,,6,27,.182,,,,
Bob Marlin,Sam Houston,Southland,,25,8,.758,,,Lost First Round,,1998-99,225,131,.632,2,,,,,225,131,.632,2,,,
Gregg Marshall,Wichita State,MVC,,25,10,.714,,,,,2007-08,53,47,.530,,,,,,247,130,.655,7,,,
Phil Martelli,St. Joseph's,A-10,,11,20,.355,,,,,1995-96,289,187,.607,5,2,,,,289,187,.607,5,2,,
Chuck Martin,Marist,MAAC,,1,29,.033,,,,,2008-09,11,52,.175,,,,,,11,52,.175,,,,
Cuonzo Martin,Missouri State,MVC,,24,12,.667,,,,,2008-09,35,32,.522,,,,,,35,32,.522,,,,
Frank Martin,Kansas State,Big 12,,29,8,.784,,7,Lost Regional Final,,2007-08,72,32,.692,2,1,,,,72,32,.692,2,1,,
Matt Matheny,Elon,Southern,,9,23,.281,,,,,2009-10,9,23,.281,,,,,,9,23,.281,,,,
Thad Matta,Ohio State,Big Ten,,29,8,.784,16,5,Lost Regional Semifinal,,2004-05,156,54,.743,4,2,1,,,258,85,.752,8,3,1,
Fran McCaffery,Siena,MAAC,,27,7,.794,,,Lost First Round,,2005-06,112,51,.687,3,,,,,251,177,.586,5,,,
Ray McCallum,Detroit Mercy,Horizon,,20,14,.588,,,,,2008-09,27,37,.422,,,,,,197,186,.514,2,,,
Mack McCarthy,East Carolina,CUSA,,10,21,.323,,,,,2007-08,34,57,.374,,,,,,343,234,.594,5,1,,
Mike McConathy,Northwestern State,Southland,,10,19,.345,,,,,1999-00,166,174,.488,2,,,,,166,174,.488,2,,,
Greg McDermott,Iowa State,Big 12,,15,17,.469,,,,,2006-07,59,68,.465,,,,,,149,131,.532,3,,,
Ken McDonald,Western Kentucky,Sun Belt,,21,13,.618,,,,,2008-09,46,22,.676,1,,,,,46,22,.676,1,,,
Kevin McKenna,Indiana State,MVC,,17,15,.531,,,,,2007-08,43,52,.453,,,,,,43,52,.453,,,,
Bob McKillop,Davidson,Southern,,16,15,.516,,,,,1989-90,383,248,.607,5,1,,,,383,248,.607,5,1,,
