,,,,2005-06 Season,2005-06 Season,2005-06 Season,2005-06 Season,2005-06 Season,2005-06 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
George Nessman,San Jose State,WAC,,6,25,.194,,,,,2005-06,6,25,.194,,,,,,6,25,.194,,,,
Ernie Nestor,Elon,Southern,,15,14,.517,,,,,2003-04,35,55,.389,,,,,,103,136,.431,1,,,
Jeff Neubauer,Eastern Kentucky,OVC,,14,16,.467,,,,,2005-06,14,16,.467,,,,,,14,16,.467,,,,
Dennis Nutt,Texas State,Southland,,3,24,.111,,,,,2000-01,72,96,.429,,,,,,72,96,.429,,,,
Dickey Nutt *,Arkansas State,Sun Belt,,12,18,.400,,,,,1995-96,162,155,.511,1,,,,,162,155,.511,1,,,
Fran O'Hanlon,Lafayette,Patriot,,11,17,.393,,,,,1995-96,161,153,.513,2,,,,,161,153,.513,2,,,
Tim O'Shea,Ohio,MAC,,19,11,.633,,,,,2001-02,81,69,.540,1,,,,,81,69,.540,1,,,
Tim O'Toole,Fairfield,MAAC,,9,19,.321,,,,,1998-99,112,120,.483,,,,,,112,120,.483,,,,
Dave Odom,South Carolina,SEC,,23,15,.605,,,,,2001-02,100,70,.588,1,,,,,377,245,.606,9,3,,
Doug Oliver,Idaho State,Big Sky,,13,14,.481,,,,,1998-99,88,134,.396,,,,,,88,134,.396,,,,
Lute Olson,Arizona,Pac-10,,20,13,.606,10,,Lost Second Round,,1983-84,567,179,.760,22,11,4,1,,756,274,.734,27,13,5,1
Louis Orr,Seton Hall,Big East,,18,12,.600,,,Lost First Round,,2001-02,80,69,.537,2,,,,,100,80,.556,2,,,
Matt Painter,Purdue,Big Ten,,9,19,.321,,,,,2005-06,9,19,.321,,,,,,34,24,.586,1,,,
Jimmy Patsos,Loyola (MD),MAAC,,15,13,.536,,,,,2004-05,21,35,.375,,,,,,21,35,.375,,,,
Ricardo Patton,Colorado,Big 12,,20,10,.667,,,,,1995-96,177,140,.558,2,,,,,177,140,.558,2,,,
Bruce Pearl,Tennessee,SEC,,22,8,.733,,18,Lost Second Round,,2005-06,22,8,.733,1,,,,,108,46,.701,3,1,,
Tom Pecora,Hofstra,CAA,,26,7,.788,,,,,2001-02,81,72,.529,,,,,,81,72,.529,,,,
John Pelphrey,South Alabama,Sun Belt,,24,7,.774,,,Lost First Round,,2002-03,60,55,.522,1,,,,,60,55,.522,1,,,
Tommy Penders,Houston,CUSA,,21,10,.677,,,,,2004-05,39,24,.619,,,,,,512,367,.582,10,3,,
Leonard Perry,Idaho,WAC,,4,25,.138,,,,,2001-02,48,97,.331,,,,,,48,97,.331,,,,
Michael Perry,Georgia State,CAA,,7,22,.241,,,,,2002-03,51,55,.481,,,,,,51,55,.481,,,,
Buzz Peterson,Coastal Carolina,Big South,,20,10,.667,,,,,2005-06,20,10,.667,,,,,,186,119,.610,1,,,
Vann Pettaway,Alabama A&M,SWAC,,13,13,.500,,,,,1998-99,116,111,.511,1,,,,,116,111,.511,1,,,
Steve Pikiell,Stony Brook,AEC,,4,24,.143,,,,,2005-06,4,24,.143,,,,,,4,24,.143,,,,
J.P. Piper,Nicholls State,Southland,,9,18,.333,,,,,2004-05,15,39,.278,,,,,,15,39,.278,,,,
Rick Pitino,Louisville,Big East,,21,13,.618,7,,,,2001-02,118,48,.711,3,1,1,,,472,176,.728,11,7,5,1
Jeff Price,Georgia Southern,Southern,,20,10,.667,,,,,1999-00,122,83,.595,,,,,,122,83,.595,,,,
Tic Price,McNeese State,Southland,,14,14,.500,,,,,2001-02,74,68,.521,1,,,,,167,122,.578,2,,,
Skip Prosser,Wake Forest,ACC,,17,17,.500,18,,,,2001-02,111,52,.681,4,1,,,,276,130,.680,9,1,,
Oliver Purnell,Clemson,ACC,,19,13,.594,,,,,2003-04,45,47,.489,,,,,,301,238,.558,3,,,
Barclay Radebaugh,Charleston Southern,Big South,,13,16,.448,,,,,2005-06,13,16,.448,,,,,,13,16,.448,,,,
Charles Ramsey,Eastern Michigan,MAC,,7,21,.250,,,,,2005-06,7,21,.250,,,,,,7,21,.250,,,,
Craig Rasmuson,Northern Colorado,Ind,,5,24,.172,,,,,2004-05,13,45,.224,,,,,,13,45,.224,,,,
Duane Reboul,Birmingham-Southern,Big South,,19,9,.679,,,,,2002-03,74,39,.655,,,,,,74,39,.655,,,,
Clifford Reed,Bethune-Cookman,MEAC,,15,15,.500,,,,,2001-02,50,80,.385,,,,,,50,80,.385,,,,
Larry Reynolds *,Long Beach State,Big West,,18,12,.600,,,,,2002-03,39,75,.342,,,,,,39,75,.342,,,,
Keith Richard,Louisiana Tech,WAC,,20,13,.606,,,,,1998-99,140,97,.591,,,,,,140,97,.591,,,,
Norm Roberts,St. John's (NY),Big East,,12,15,.444,,,,,2004-05,21,33,.389,,,,,,21,33,.389,,,,
Lorenzo Romar,Washington,Pac-10,,26,7,.788,,17,Lost Regional Semifinal,,2002-03,84,42,.667,3,2,,,,177,130,.577,4,2,,
Dave Rose,BYU,MWC,,20,9,.690,,,,,2005-06,20,9,.690,,,,,,20,9,.690,,,,
Sergio Rouco *,Florida International,Sun Belt,,8,20,.286,,,,,2004-05,21,37,.362,,,,,,21,37,.362,,,,
Jeff Ruland,Iona,MAAC,,23,8,.742,,,Lost First Round,,1998-99,137,107,.561,3,,,,,137,107,.561,3,,,
Bo Ryan,Wisconsin,Big Ten,,19,12,.613,,,Lost First Round,,2001-02,112,49,.696,5,2,,,,142,76,.651,5,2,,
Doc Sadler,UTEP,CUSA,,21,10,.677,,,,,2004-05,48,18,.727,1,,,,,48,18,.727,1,,,
Kelvin Sampson,Oklahoma,Big 12,,20,9,.690,6,24,Lost First Round,,1994-95,279,109,.719,11,3,1,,,382,212,.643,12,3,1,
Byron Samuels,Radford,Big South,,16,13,.552,,,,,2002-03,50,65,.435,,,,,,67,101,.399,,,,
Scott Sanderson,Lipscomb,A-Sun,,21,11,.656,,,,,2002-03,52,64,.448,,,,,,52,64,.448,,,,
Mark Schmidt,Robert Morris,NEC,,15,14,.517,,,,,2001-02,65,79,.451,,,,,,65,79,.451,,,,
Joe Scott,Princeton,Ivy,,12,15,.444,,,,,2004-05,27,28,.491,,,,,,78,91,.462,1,,,
Rick Scruggs,Gardner-Webb,A-Sun,,17,12,.586,,,,,2002-03,49,68,.419,,,,,,49,68,.419,,,,
Bill Self,Kansas,Big 12,,25,8,.758,,12,Lost First Round,,2003-04,72,24,.750,3,1,,,,279,129,.684,8,4,,
Herb Sendek,NC State,ACC,,22,10,.688,,,Lost Second Round,,1996-97,191,132,.591,5,1,,,,254,158,.617,6,1,,
Tony Shaver,William & Mary,CAA,,8,20,.286,,,,,2003-04,23,62,.271,,,,,,23,62,.271,,,,
Steve Shields,Little Rock,Sun Belt,,14,15,.483,,,,,2003-04,49,37,.570,,,,,,49,37,.570,,,,
John Shulman,Chattanooga,Southern,,19,13,.594,,,,,2004-05,39,24,.619,1,,,,,39,24,.619,1,,,
Al Skinner Jr,Boston College,ACC,,28,8,.778,11,7,Lost Regional Semifinal,,1997-98,175,108,.618,5,1,,,,313,234,.572,7,1,,
Jerry Slocum,Youngstown State,Horizon,,7,21,.250,,,,,2005-06,7,21,.250,,,,,,7,21,.250,,,,
Mark Slonaker,Mercer,A-Sun,,9,19,.321,,,,,1997-98,104,153,.405,,,,,,105,177,.372,,,,
Jay Smith,Central Michigan,MAC,,4,24,.143,,,,,1997-98,95,160,.373,1,,,,,95,160,.373,1,,,
Tubby Smith,Kentucky,SEC,,22,13,.629,9,,Lost Second Round,,1997-98,241,71,.772,9,6,1,1,,365,133,.733,13,9,1,1
Quin Snyder,Missouri,Big 12,,10,11,.476,,,,,1999-00,126,91,.581,4,1,,,,126,91,.581,4,1,,
Brad Soderberg,Saint Louis,A-10,,16,13,.552,,,,,2002-03,60,61,.496,,,,,,76,71,.517,1,,,
Anthony Solomon,St. Bonaventure,A-10,,8,19,.296,,,,,2003-04,17,66,.205,,,,,,17,66,.205,,,,
David Spencer,UC-Riverside,Big West,,5,23,.179,,,,,2005-06,5,23,.179,,,,,,5,23,.179,,,,
Kirk Speraw,UCF,CUSA,,14,15,.483,,,,,1993-94,209,178,.540,4,,,,,209,178,.540,4,,,
Rob Spivery,Southern,SWAC,,20,13,.606,,,Lost First Round,,2005-06,20,13,.606,1,,,,,149,149,.500,3,,,
Kevin Stallings,Vanderbilt,SEC,,17,13,.567,,,,,1999-00,122,96,.560,1,1,,,,245,159,.606,3,1,,
Rick Stansbury,Mississippi State,SEC,,15,15,.500,,,,,1998-99,164,90,.646,4,,,,,164,90,.646,4,,,
Gary Stewart,UC-Davis,Ind,,8,20,.286,,,,,2004-05,19,37,.339,,,,,,19,37,.339,,,,
Ricky Stokes,East Carolina,CUSA,,8,20,.286,,,,,2005-06,8,20,.286,,,,,,53,90,.371,,,,
Frank Sullivan,Harvard,Ivy,,13,14,.481,,,,,1991-92,166,229,.420,,,,,,166,229,.420,,,,
Eddie Sutton,Oklahoma State,Big 12,,17,16,.515,,,,,1990-91,368,151,.709,13,6,2,,,800,316,.717,26,13,3,
Mike Sutton,Tennessee Tech,OVC,,19,12,.613,,,,,2002-03,70,50,.583,,,,,,70,50,.583,,,,
Scott Sutton,Oral Roberts,Mid-Cont,,21,12,.636,,,Lost First Round,,1999-00,121,91,.571,1,,,,,121,91,.571,1,,,
Billy Taylor,Lehigh,Patriot,,19,12,.613,,,,,2002-03,69,50,.580,1,,,,,69,50,.580,1,,,
Blaine Taylor,Old Dominion,CAA,,24,10,.706,,,,,2001-02,94,59,.614,1,,,,,235,125,.653,3,,,
Rodney Tention,Loyola Marymount,WCC,,12,18,.400,,,,,2005-06,12,18,.400,,,,,,12,18,.400,,,,
Reggie Theus,New Mexico State,WAC,,16,14,.533,,,,,2005-06,16,14,.533,,,,,,16,14,.533,,,,
Derek Thomas,Western Illinois,Mid-Cont,,7,21,.250,,,,,2003-04,21,63,.250,,,,,,21,63,.250,,,,
Bob Thomason,Pacific,Big West,,24,8,.750,,,Lost First Round,,1988-89,310,221,.584,4,,,,,310,221,.584,4,,,
John Thompson III,Georgetown,Big East,,23,10,.697,,23,Lost Regional Semifinal,,2004-05,42,23,.646,1,1,,,,110,65,.629,3,1,,
Jimmy Tillette,Samford,OVC,,20,11,.645,,,,,1997-98,149,113,.569,2,,,,,149,113,.569,2,,,
Monte Towe,New Orleans,Sun Belt,,10,19,.345,,,,,2001-02,70,78,.473,,,,,,70,78,.473,,,,
Billy Tubbs,Lamar,Southland,,17,14,.548,,,,,1976-77,121,89,.576,2,2,,,,609,317,.658,12,6,1,
Jimmy Tubbs,SMU,CUSA,,13,16,.448,,,,,2004-05,27,30,.474,,,,,,27,30,.474,,,,
Mark Turgeon,Wichita State,MVC,,26,9,.743,,,Lost Regional Semifinal,,2000-01,111,76,.594,1,1,,,,136,105,.564,1,1,,
Jerry Wainwright,DePaul,Big East,,12,15,.444,,,,,2005-06,12,15,.444,,,,,,197,160,.552,3,,,
Al Walker,Binghamton,AEC,,16,13,.552,,,,,2001-02,65,78,.455,,,,,,92,129,.416,,,,
Riley Wallace,Hawaii,WAC,,17,11,.607,,,,,1987-88,316,252,.556,3,,,,,331,279,.543,3,,,
Royce Waltman,Indiana State,MVC,,13,16,.448,,,,,1997-98,121,146,.453,2,,,,,121,146,.453,2,,,
Cliff Warren,Jacksonville,A-Sun,,1,26,.037,,,,,2005-06,1,26,.037,,,,,,1,26,.037,,,,
Gary Waters,Rutgers,Big East,,19,14,.576,,,,,2001-02,79,75,.513,,,,,,171,135,.559,2,,,
Melvin Watkins,Missouri,Big 12,,2,5,.286,,,,,2005-06,2,5,.286,,,,,,104,137,.432,2,,,
Perry Watson,Detroit Mercy,Horizon,,16,16,.500,,,,,1993-94,243,156,.609,2,,,,,243,156,.609,2,,,
Derek Waugh,Stetson,A-Sun,,14,18,.438,,,,,2000-01,70,98,.417,,,,,,70,98,.417,,,,
Bruce Weber,Illinois,Big Ten,,26,7,.788,17,13,Lost Second Round,,2003-04,89,16,.848,3,2,1,,,192,70,.733,5,3,1,
Tim Welsh,Providence,Big East,,12,15,.444,,,,,1998-99,127,114,.527,2,,,,,197,136,.592,3,,,
Samuel West,Alcorn State,SWAC,,8,20,.286,,,,,2003-04,26,60,.302,,,,,,26,60,.302,,,,
Paul Westphal,Pepperdine,WCC,,7,20,.259,,,,,2001-02,76,72,.514,1,,,,,76,72,.514,1,,,
Jim Whitesell,Loyola (IL),Horizon,,19,11,.633,,,,,2004-05,32,28,.533,,,,,,32,28,.533,,,,
Dereck Whittenburg,Fordham,A-10,,16,16,.500,,,,,2003-04,35,54,.393,,,,,,102,104,.495,1,,,
Ralph Willard,Holy Cross,Patriot,,20,12,.625,,,,,1999-00,134,80,.626,3,,,,,278,204,.577,5,1,,
Bob Williams,UCSB,Big West,,15,14,.517,,,,,1998-99,122,111,.524,1,,,,,122,111,.524,1,,,
Gary Williams,Maryland,ACC,,19,13,.594,23,,,,1989-90,353,191,.649,11,7,2,1,,560,319,.637,14,9,2,1
Roy Williams,UNC,ACC,,23,8,.742,,10,Lost Second Round,,2003-04,75,23,.765,3,1,1,1,,493,124,.799,17,10,5,1
Willis Wilson,Rice,CUSA,,12,16,.429,,,,,1992-93,199,204,.494,,,,,,199,204,.494,,,,
Reggie Witherspoon,Buffalo,MAC,,19,13,.594,,,,,1999-00,83,120,.409,,,,,,83,120,.409,,,,
Doug Wojcik,Tulsa,CUSA,,11,17,.393,,,,,2005-06,11,17,.393,,,,,,11,17,.393,,,,
Dennis Wolff,Boston University,AEC,,12,16,.429,,,,,1994-95,204,149,.578,2,,,,,204,149,.578,2,,,
Ted Woodward,Maine,AEC,,12,16,.429,,,,,2004-05,26,31,.456,,,,,,26,31,.456,,,,
Jim Wooldridge,Kansas State,Big 12,,15,13,.536,,,,,2000-01,83,90,.480,,,,,,181,189,.489,1,,,
Jay Wright,Villanova,Big East,,28,5,.848,5,3,Lost Regional Final,,2001-02,104,59,.638,2,2,,,,226,144,.611,4,2,,
Larry Wright,Grambling,SWAC,,14,13,.519,,,,,1999-00,69,128,.350,,,,,,69,128,.350,,,,
Jim Yarbrough,Southeastern Louisiana,Southland,,16,12,.571,,,,,2005-06,16,12,.571,,,,,,16,12,.571,,,,
Mike Young,Wofford,Southern,,11,18,.379,,,,,2002-03,48,67,.417,,,,,,48,67,.417,,,,
Rich Zvosec,Kansas City,Mid-Cont,,14,14,.500,,,,,2001-02,72,71,.503,,,,,,110,119,.480,,,,
